3.139918737450877018e+00,1.000000000000000000e+00
3.629906056352447230e+00,1.000000000000000000e+00
3.889899327606341384e+00,1.000000000000000000e+00
4.569881729347295973e+00,1.000000000000000000e+00
5.019870083440574504e+00,1.000000000000000000e+00
5.379860766715196974e+00,1.000000000000000000e+00
5.829849120808475504e+00,1.000000000000000000e+00
6.489832040145284253e+00,1.000000000000000000e+00
7.179814183088311097e+00,1.000000000000000000e+00
8.349783903730836343e+00,1.000000000000000000e+00
8.839771222632405667e+00,1.000000000000000000e+00
9.109764235088372075e+00,1.000000000000000000e+00
9.789746636829327997e+00,1.000000000000000000e+00
1.023973499092260653e+01,1.000000000000000000e+00
1.059972567419722900e+01,1.000000000000000000e+00
1.104971402829050753e+01,1.000000000000000000e+00
1.170969694762731628e+01,1.000000000000000000e+00
1.239967909057034312e+01,1.000000000000000000e+00
1.356964881121286659e+01,1.000000000000000000e+00
1.405963613011443769e+01,1.000000000000000000e+00
1.431962940136833140e+01,1.000000000000000000e+00
1.501961128551343094e+01,1.000000000000000000e+00
1.692956185510934830e+01,1.000000000000000000e+00
1.760954425685030245e+01,1.000000000000000000e+00
1.878951371869489861e+01,1.000000000000000000e+00
1.927950103759646794e+01,1.000000000000000000e+00
1.953949430885036165e+01,1.000000000000000000e+00
2.023947619299546474e+01,1.000000000000000000e+00
2.139944617243591551e+01,1.000000000000000000e+00
2.214942676259137855e+01,1.000000000000000000e+00
2.334939570684012011e+01,1.000000000000000000e+00
2.399937888497485616e+01,1.000000000000000000e+00
2.480935792234275894e+01,1.000000000000000000e+00
2.547934058288164039e+01,1.000000000000000000e+00
2.662931082112001846e+01,1.000000000000000000e+00
2.737929141127548149e+01,1.000000000000000000e+00
2.806927355421851189e+01,1.000000000000000000e+00
2.923924327486103536e+01,1.000000000000000000e+00
2.963923292294395040e+01,1.000000000000000000e+00
2.997922412381442570e+01,1.000000000000000000e+00
3.035921428949319534e+01,1.000000000000000000e+00
3.070920523156574333e+01,1.000000000000000000e+00
3.110919487964865837e+01,1.000000000000000000e+00
3.183917598739997601e+01,1.000000000000000000e+00
3.260915605995958799e+01,1.000000000000000000e+00
3.326913897929639319e+01,1.000000000000000000e+00
3.382912448661247851e+01,1.000000000000000000e+00
3.522908825490267759e+01,1.000000000000000000e+00
3.624906185751410703e+01,1.000000000000000000e+00
3.875899689923439695e+01,1.000000000000000000e+00
4.204891175471636444e+01,1.000000000000000000e+00
4.301888665131743039e+01,1.000000000000000000e+00
4.338887707579412734e+01,1.000000000000000000e+00
4.457884627884079976e+01,1.000000000000000000e+00
4.828875026480982768e+01,1.000000000000000000e+00
4.877873758371139701e+01,1.000000000000000000e+00
5.735851553508990719e+01,1.000000000000000000e+00
5.853848499693450691e+01,1.000000000000000000e+00
5.920846765747338480e+01,1.000000000000000000e+00
6.114841745067552381e+01,1.000000000000000000e+00
6.307836750267558301e+01,1.000000000000000000e+00
6.381834835162897690e+01,1.000000000000000000e+00
6.439833334134920051e+01,1.000000000000000000e+00
6.455832920058236368e+01,1.000000000000000000e+00
6.962819799003329990e+01,1.000000000000000000e+00
7.138815244159812323e+01,1.000000000000000000e+00
7.351809731763964351e+01,1.000000000000000000e+00
7.482806341511118831e+01,1.000000000000000000e+00
8.394782739140163130e+01,1.000000000000000000e+00
8.412782273303895408e+01,1.000000000000000000e+00
8.507779814723586753e+01,1.000000000000000000e+00
8.541778934810635349e+01,1.000000000000000000e+00
9.029766305471790133e+01,1.000000000000000000e+00
9.231761077753661482e+01,1.000000000000000000e+00
9.437755746516363331e+01,1.000000000000000000e+00
9.567752382143309831e+01,1.000000000000000000e+00
9.830745575757825350e+01,1.000000000000000000e+00
