0.000000000000000000e+00,0.000000000000000000e+00,8.761305806683103992e-01,0.000000000000000000e+00
0.000000000000000000e+00,0.000000000000000000e+00,8.761306066460935460e-01,0.000000000000000000e+00
0.000000000000000000e+00,0.000000000000000000e+00,8.761307721529629777e-01,0.000000000000000000e+00
0.000000000000000000e+00,0.000000000000000000e+00,8.761335218314231232e-01,0.000000000000000000e+00
0.000000000000000000e+00,0.000000000000000000e+00,8.761306383398463904e-01,0.000000000000000000e+00
0.000000000000000000e+00,0.000000000000000000e+00,8.761305806683103992e-01,0.000000000000000000e+00
0.000000000000000000e+00,0.000000000000000000e+00,8.761306380064626254e-01,0.000000000000000000e+00
0.000000000000000000e+00,0.000000000000000000e+00,8.761307001837677078e-01,0.000000000000000000e+00
0.000000000000000000e+00,0.000000000000000000e+00,8.761306034248882435e-01,0.000000000000000000e+00
0.000000000000000000e+00,0.000000000000000000e+00,8.761306514851225913e-01,0.000000000000000000e+00
0.000000000000000000e+00,0.000000000000000000e+00,8.761306551053567038e-01,0.000000000000000000e+00
0.000000000000000000e+00,0.000000000000000000e+00,8.761306920522927699e-01,0.000000000000000000e+00
0.000000000000000000e+00,0.000000000000000000e+00,8.761307057981623236e-01,0.000000000000000000e+00
0.000000000000000000e+00,0.000000000000000000e+00,8.761310254146816856e-01,0.000000000000000000e+00
0.000000000000000000e+00,0.000000000000000000e+00,8.761312908666581967e-01,0.000000000000000000e+00
0.000000000000000000e+00,0.000000000000000000e+00,8.761362347898008496e-01,0.000000000000000000e+00
0.000000000000000000e+00,0.000000000000000000e+00,8.761351153684703297e-01,0.000000000000000000e+00
0.000000000000000000e+00,0.000000000000000000e+00,8.761319092042636480e-01,0.000000000000000000e+00
0.000000000000000000e+00,0.000000000000000000e+00,8.761310881379918980e-01,0.000000000000000000e+00
0.000000000000000000e+00,0.000000000000000000e+00,8.761309609389695829e-01,0.000000000000000000e+00
0.000000000000000000e+00,0.000000000000000000e+00,8.761306497976706353e-01,0.000000000000000000e+00
0.000000000000000000e+00,0.000000000000000000e+00,8.761306512146431746e-01,0.000000000000000000e+00
0.000000000000000000e+00,0.000000000000000000e+00,8.761312342577114443e-01,0.000000000000000000e+00
0.000000000000000000e+00,0.000000000000000000e+00,8.761307141666659914e-01,0.000000000000000000e+00
0.000000000000000000e+00,0.000000000000000000e+00,8.761307379280532937e-01,0.000000000000000000e+00
0.000000000000000000e+00,0.000000000000000000e+00,8.761307872426565835e-01,0.000000000000000000e+00
0.000000000000000000e+00,0.000000000000000000e+00,8.761310894854213993e-01,0.000000000000000000e+00
0.000000000000000000e+00,0.000000000000000000e+00,8.761323922266326392e-01,0.000000000000000000e+00
0.000000000000000000e+00,0.000000000000000000e+00,8.761330101735188558e-01,0.000000000000000000e+00
0.000000000000000000e+00,0.000000000000000000e+00,8.761333102251261939e-01,0.000000000000000000e+00
0.000000000000000000e+00,0.000000000000000000e+00,8.762212227064578585e-01,0.000000000000000000e+00
0.000000000000000000e+00,0.000000000000000000e+00,8.974434071999661811e-01,0.000000000000000000e+00
0.000000000000000000e+00,0.000000000000000000e+00,9.493169057891318596e-01,0.000000000000000000e+00
0.000000000000000000e+00,0.000000000000000000e+00,8.973063402994936322e-01,0.000000000000000000e+00
0.000000000000000000e+00,0.000000000000000000e+00,8.788030785207254780e-01,0.000000000000000000e+00
0.000000000000000000e+00,0.000000000000000000e+00,8.768614859909209525e-01,0.000000000000000000e+00
0.000000000000000000e+00,0.000000000000000000e+00,8.761688077282091536e-01,0.000000000000000000e+00
0.000000000000000000e+00,0.000000000000000000e+00,8.761305806683103992e-01,0.000000000000000000e+00
0.000000000000000000e+00,0.000000000000000000e+00,8.761305806683103992e-01,0.000000000000000000e+00
0.000000000000000000e+00,0.000000000000000000e+00,8.761928629081495723e-01,0.000000000000000000e+00
0.000000000000000000e+00,0.000000000000000000e+00,8.762101954947958404e-01,0.000000000000000000e+00
0.000000000000000000e+00,0.000000000000000000e+00,8.761305806683103992e-01,0.000000000000000000e+00
0.000000000000000000e+00,0.000000000000000000e+00,8.765152119399032271e-01,0.000000000000000000e+00
0.000000000000000000e+00,0.000000000000000000e+00,8.763829342915884224e-01,0.000000000000000000e+00
0.000000000000000000e+00,0.000000000000000000e+00,8.769531038020834668e-01,0.000000000000000000e+00
0.000000000000000000e+00,0.000000000000000000e+00,8.769243548456315818e-01,0.000000000000000000e+00
0.000000000000000000e+00,0.000000000000000000e+00,8.771233662448715274e-01,0.000000000000000000e+00
0.000000000000000000e+00,0.000000000000000000e+00,8.766201029757481056e-01,0.000000000000000000e+00
0.000000000000000000e+00,0.000000000000000000e+00,8.763502276146235559e-01,0.000000000000000000e+00
0.000000000000000000e+00,0.000000000000000000e+00,8.761305806683103992e-01,0.000000000000000000e+00
0.000000000000000000e+00,0.000000000000000000e+00,8.765897731539202820e-01,0.000000000000000000e+00
0.000000000000000000e+00,0.000000000000000000e+00,8.765855507637780875e-01,0.000000000000000000e+00
0.000000000000000000e+00,0.000000000000000000e+00,8.769502794999268769e-01,0.000000000000000000e+00
0.000000000000000000e+00,0.000000000000000000e+00,8.761377941235014566e-01,0.000000000000000000e+00
0.000000000000000000e+00,0.000000000000000000e+00,8.763943664607110051e-01,0.000000000000000000e+00
0.000000000000000000e+00,0.000000000000000000e+00,8.769727692084683390e-01,0.000000000000000000e+00
0.000000000000000000e+00,0.000000000000000000e+00,8.767283811621262579e-01,0.000000000000000000e+00
0.000000000000000000e+00,0.000000000000000000e+00,8.762714393232184928e-01,0.000000000000000000e+00
0.000000000000000000e+00,0.000000000000000000e+00,8.767305156876312733e-01,0.000000000000000000e+00
0.000000000000000000e+00,0.000000000000000000e+00,8.761547737020488613e-01,0.000000000000000000e+00
0.000000000000000000e+00,0.000000000000000000e+00,8.763107441073548776e-01,0.000000000000000000e+00
0.000000000000000000e+00,0.000000000000000000e+00,8.767245394302162209e-01,0.000000000000000000e+00
0.000000000000000000e+00,0.000000000000000000e+00,8.763509343954924979e-01,0.000000000000000000e+00
0.000000000000000000e+00,0.000000000000000000e+00,8.767776543639446141e-01,0.000000000000000000e+00
0.000000000000000000e+00,0.000000000000000000e+00,8.763673060115938496e-01,0.000000000000000000e+00
0.000000000000000000e+00,0.000000000000000000e+00,8.768254374563601017e-01,0.000000000000000000e+00
0.000000000000000000e+00,0.000000000000000000e+00,8.762144124844807314e-01,0.000000000000000000e+00
0.000000000000000000e+00,0.000000000000000000e+00,8.762998966996725647e-01,0.000000000000000000e+00
0.000000000000000000e+00,0.000000000000000000e+00,8.761326958865874870e-01,0.000000000000000000e+00
0.000000000000000000e+00,0.000000000000000000e+00,8.761345040528837336e-01,0.000000000000000000e+00
0.000000000000000000e+00,0.000000000000000000e+00,8.761319061970790356e-01,0.000000000000000000e+00
0.000000000000000000e+00,0.000000000000000000e+00,8.761334990317042326e-01,0.000000000000000000e+00
0.000000000000000000e+00,0.000000000000000000e+00,8.761333233533137310e-01,0.000000000000000000e+00
0.000000000000000000e+00,0.000000000000000000e+00,8.761337726639637502e-01,0.000000000000000000e+00
0.000000000000000000e+00,0.000000000000000000e+00,8.761361287105329243e-01,0.000000000000000000e+00
0.000000000000000000e+00,0.000000000000000000e+00,8.761319523314763380e-01,0.000000000000000000e+00
0.000000000000000000e+00,0.000000000000000000e+00,8.761309075554928327e-01,0.000000000000000000e+00
0.000000000000000000e+00,0.000000000000000000e+00,8.761320004947471540e-01,0.000000000000000000e+00
0.000000000000000000e+00,0.000000000000000000e+00,8.761393808309057007e-01,0.000000000000000000e+00
0.000000000000000000e+00,0.000000000000000000e+00,8.761535603073251632e-01,0.000000000000000000e+00
